/Users/tomoki/anaconda/bin/python3 /Applications/PyCharm.app/Contents/helpers/pydev/pydevd.py --multiproc --qt-support=auto --client 127.0.0.1 --port 61166 --file /Users/tomoki/PycharmProjects/unimorph-task1/main.py
pydev debugger: process 31811 is connecting

Connected to pydev debugger (build 173.4127.16)
[dynet] random seed: 1167912836
[dynet] allocating memory: 512MB
[dynet] memory allocation done.
loss: 28383.70592880249
مُسْتَأْجَر مَسْتَعْجَف
تَنْكَرِبْنَ تَنْعَرِبْنَ
أَمِيرَتَيْنِ أَمِيرَتَيْنِ
النِّدَاءَ الْنَّدَاعِيعَ
يَقْتَضِبْنَ يُقْتِبُو
تُدْمِنَانِ تُدْمَنَا
الْقَدِيرَةُ الْقَدِيرَةِ
كَرَاهِيَةً قَرَاعِيَّةً
قُصْوَيَيْن حَقْعَتَيْن
غَرِيبَة صَرِيبَة
تَسْتَذْنِبَا تَسْتَعِبَا
أُعْجَمُ أُعْجَمَ
حُنِيتُمَا حُنَعَتَا
الْمُشْمِسَتَانِ الْمَصْمَسَتَيْنِ
الزَّائِفُ الْدَاعِدَ
تَغْيِير تَخْتِير
اِعْتِيَادَاتٍ اِخْتَعِ
مَنَارَةٌ مَعَتَ
ذِهْنٌ خَقْنٍ
زَهَدَتَا دَصَعَا
يَسْقُطَ يَسْقِعُ
إِقْمَارٌ إِقْمَارًا
إِيجَابًا إِيْجَابَةً
الْأَبْخَلَيْنِ الْأَبْعَةَ
تُقَلَّدْنَ تُقْلَعْنَ
عَبَّاس قَبَاس
اِفْتِعَالِ اِرْتَعِيلِ
الْأَصَمّ الْم
الْمُمَثِّلِينَ الْمَمْعِلِيلِ
الْفِرَاقِ الْفَرَاقِي
الْمُهَاجِمَيْن الْمَحَاجَمَيْن
الزَّرْكَشَةُ الْدَرْقَعَةُ
الْمِثَالُ الْمَخَالُ
مَقْطُوعَتَانِ مُوْعَوَقُوعَتَيْنِ
دُحْرِجَ دَحْفِ
النَّفَاذ الْنَّعَاع
يُسْتَذْنَبُو يُسْتَعْنَعْنَ
فُولَاذٌ فَو
ثَوْب خَقُوب
سَاخِنَتَانِ سَاعَنَتَيْنِ
مَوْهُ مَوْعُ
دُعِيتُ دَعَبْ
تُشَقْ تُصَعْ
بَخْشِيشَ جَخْعِيقَ
تَكْفُوا تَصْفِي
أُسَانَدُ أُسَّفَ
الْقَوْمَةُ الْقَامَةُ
الْحِفَافَ الْحَفَافِيبَ
الْحُكُومَتَيْنِ الْحَعُو
كَلِمَاتُ عَلَمَاتُ
تَحْتَرِمَانِ تَحْتَرِمَانِ
الطِّحَالِ الْصَحَالِيلِ
تُسْتَجْنَنَّ تُسْتَحِنَ
نُرَاحُ أُرْنَ
غُذُوا صَخْعُو
جِنَيْهَا جَنِيعَيْنِ
جَاوَرْنَا جَاوِرْنَ
تُسَمَّمُ تُسْمَمَ
تُقَمْقَمَانِ تُقْقَمَانِ
تَتَوَكَّئِي تُتَوْعَعِي
الْخُرْشُوفُ الْخَرْصُوفُ
يَسْتَضِيئُو يَسْتَعِ
يَلْتَهِمَا تَلْتَعِمَا
الْإدْحِيّةِ الْإِدْحِيَّةِ
عَقَارِب صَق
يَرْتَبِكْنَ تَرْتَبِعُو
الْعَقْلَانِ الْصَقْلَتَيْنِ
اِسْتَظْهَرْنَا اِسْتَعْعَرْنَ
مُسْتَضَاء مَسْتَعَاقِي
اِحْتِرَاقِ اِحْتَرِرِ
اِنْتِخَابُ اِنْتَعَابُ
اِسْتِفْهَامٌ اِسْتِدْقَامًا
عُظْمَيَيْنِ حَعْعَمَتَيْنِ
شَاشَةِ صَاقَةِ
عَاهِرَةً عَاقَفَةً
التَّحْوِيلِ التَّْ
الْمُفْتِيَ الْمَعَّ
مُتَدَاوَلَتَيْن مَتِيتَيْن
اُنْكُحْ نَعْقَقْ
سِلَاحِ سَلَاحِي
تَنْفِينَ تَعْعَ
الْمَجَّانِيَّانِ الْمَجِيَّيْنِ
دَفِيئَةٌ دَعِيعَةً
يَرْتَجِلَا تَرْتَجِلَا
سُجُود مُعْجَعِي
الْفِرْدَوْسَ الْفَرُوسَ
أَسْتَعِذْ أَسْتَعِعِيُو
مَكْتَبَيْنِ مَصْتَبَتَيْنِ
الْمَقْرَبَةُ الْمَقْرَبَةُ
شَارَكَا صَارَعَا
تُسْتَطَاعِينَ تُسْتَعَعْنَ
أُهَنْدِسَ أُقْدَسِي
تَعْيِينَ تَعِينِينِ
صَابَحُوا صَابَحْنَ
يُسَخِّرُ يَسْعَعُ
اِخْتَرْتُنَّ اِخْتَمْنَ
تُنْصَفُ تُنْعَعَ
أُهِنْ أُعْعَ
نَسْتَثْنِيَ نَسْتَخْنَمُو
فِتْنَة فَتَت
شِمَاسٌ قَمَاسًا
الْأَزَلِيَّ الْأَخِيَّو
يُبْهَمْنَ يُجْعَمْنَ
السَّاقِطَتَيْن السَّاقَسَيْن
ثَوْر مُخَارِيرَ
تُبَارَكْ تُجَعْ
مُتَوَفَّاةٍ مَتُوعَةِ
تُسْتَثْنَيْنَ تُسْتَعْنَ
تَحْصُلِي تُحْعَسِي
اُسْتُثْنِيتُ اُسْتَعَ
تَعْطِيلَ تَعْعِيلَ
الشَّجَاعَةُ الْصَحَاقَةُ
الْإِبَاءَةُ الْإِبَاعَةُ
يُطْعِمْنَ يُعْعِمْنَ
الْيَتِيمَةُ التَّتِيمَةُ
نَسْتَحِمَّ نَسْتَحِمْنَ
جَنَازَةُ جَنَادَةُ
عَجِيبَةً صَجِيبَةٍ
الضَّبّ الْخَب
الْوَزِيرُ الْوَخِيرُ
تُقْعَدُ تُقْعَعَ
كَامِيرَتَيْ صَامِيرَتَيْنِ
الْحَدَاثَةِ الْحِدَاعَةِ
تَنْحَمِلْنَ تُنْحَمِلْنَ
رُغِبُوا رَصْعُو
مُرِيحِينَ مَرِي
تُكَاثَرْ تُصَاعَرَ
نُحَيِّ نَخِينَ
اِنْسِحَابًا اِنْسَحْسَحَابِ
الْمُشَاةَ الْمَاعِيقَاتِ
سَابِقَةٍ سَابِقَةٍ
ذَاكَرَ خَاقَفَ
تَطْهِيرًا تَعْعِيرٍ
الْوَحْدَانِيَّانِ الْوَّمْدِيْنِ
الْخَشِن الْخَعْتَ
مُبْتَدِئِي مَبْتَدَلِع
تَزْوِيَةِ تَخْقِيُّةِ
اِسْتِحْسَان اِسْتِقْتِقَان
مَوْطُوء مَعَع
تُفَاجِئَا تُفَاجَعَا
أَخْرَنْمِسُ أَخْرَنِسَ
يُنَافِسُونَ يَنْفَسُو
مَاشِيَا مَاعَةُ
فَتْوَيَانِ فَتُونَيْنِ
تُسَانَدْنَ تُسَوْدَعْنَ
سَيِّدَا سَيْدَيْدَتَيْنِ
يُتْقَنَّ يُتْقَنَ
مَأْكَلِ مَحْعِلَ
تُسْقَيْنَ تُسْنَ
صَابَحْتُ صَابَحْ
إِلْزَامِ إِلْدَامِيمَ
يَصْطَلِ يَصْعَلِدُ
أَوْهَامُ وِعْ
يُنْبِئَا يُنْبِعَا
دَعَوَا دَعَيَا
اُسْتُخْدِمَتَا اِسْتَعْدِمَا
تُهْمِلَا تُخْمَلَا
تُحَارِبَا تُحَافِبَا
إِتْرِيُومَ إِتِمُوقَ
تُلَاقُونَ تَعُونَ
اللَّامُبَالَاة الْلَامِبَات
الِازْدِحَامُ الدَافَامُ
التَّكْمِيل التَّقْمِيل
مُنَاخٌ مُنَاعُ
تُسْتَشْعَرُ تُسْتَعْقَفَ
الْمَاطِرُ الْمَاعِرَ
اِشْتَهَرَتَا اِخْتَعَرَا
مِسْمَارَا مَسْمَارَيْنِ
جَاذِبَيْنِ جَاعَبَيْنِ
أُسْتَهْدَفَ أُسْتَعْفَدَدَ
حَشْوَانُ أَعُونُ
أَشْتَرِ أَقْتَرِدَ
رُغِبَتْ فَعَعِي
النِّظَافُ الْنَخِّعِيدِ
الْحَلَالِيفُ الْحَلُودُ
بُوحِثْتُ جَوْعَعَيْ
تُزْحَرَا تُخَحَّّيَا
يَشْفُونَ يَعْفُو
الْمُزْدَحِمِينَ الْمَعَقِمَ
اِكْتَتَبْتُنَّ اِقْتَتْنَ
أُجَرَ أَحْبَاتِ
تَقْعُدَانِ تَعْعَعَا
صَلْصَاتٍ صَلِعِيقَ
أَسْقَوْا أَسْقَوَوْنَ
تُعْتَادُو يُقْتَعْفَ
تَسَرَّيْنَ تَسْرَّ
الْكَارَاتِيهَ الْصَارِيقَةُ
قِمَّتَيْ قَمَيْنِ
يَعْتَزِمْنَ تَعْتَدَمُو
الْمِنْخَرِ الْمَنْعَرِيرِ
الْخِمَار الْخَمَار
تَأْتَمِرُو تَخْتَمِرُو
مُتَوَكِّئ مَوْقَع
كِدْتُ عَادَعْ
يُوقَيَا يُونَيَا
نِيُون نَيْوَو
صُحِبَتْ صَحْبَ
التَّذْبِيحِ التَّعْبِيحِيحِي
رَانَ فَوْ
تَسْتَرْجِلْنَ تَرْفْعِلْنَ
يَسْتَظْهِرَانِ يَسْتَعْعَرَا
حَدَائِدُ أَدِ
الْخَنْجَرُ الّنْجَلُ
النِّظَامَيْنِ الْنَّخَامَيْنِ
إنِسِيَالِسْمَْ إِنْسِمَ
أُلْتَمَسَ أُلْتَمْسَمَ
اِسْتَنْسَبْنَ اِسْتَنْسَقَ
حَقِيبَتَيْ سَفَرِ حَقِيبَافِرَانِ
سَارِقَتَا سَارَقَتَيْنِ
تَوْتِيرُ تَوْتِيرُ
accuracy: 0.035
loss: 13956.120735526085
إِشْهَادٍ إِصْعَادٍ
الْإِبِلَ الْإِبَاتِ
الشَّبَاحَةُ الْصَبَاحَةُ
قِرَاءَة قِرَاعَة
مُثَنَّيَاتٍ مُخِيَاتٍ
أُسَمِّمَ أَسْمُ
يُلَامَسُو يُلَاسَ
تُقْتَضَبَانِ تُقْتَخِبَانِ
اِسْتَتِيبَا اِسْتَتِ
مُنَاسِبَة مُنْعَاسَعِين
الْخَلْفِيِّ الْخَلِيُِيَّةِ
فُقِّطَا فُعِيعَانِ
تَسَلٍّ التَّاتِ
دُولَاب دِوخ
يَدْحُوَا يَدَادِيَا
أَزْدَنْ أَدَانِ
كِيمِيَائِيَّتَيْنِ صِيمِيَّاِيَّتَيْنِ
أَمْضَيَيْنِ أَمْخَيْنَ
جَرِيئَتَيْن جَرِيخَتَيْن
الْأَوَاخِر الْأَوَاخِرَة
تَعْتَزِمُونَ تَعْتَدِمُونَ
رُوفِقَتْ رُوِقِي
ضَمَان خِمَان
تُدَحْرَجُو تُدَحْرَجْنَ
تَسْخِيرِ تَسْخِيرَ
حُرَّيَيْنِ تَحَرَتَيْنِ
تَقْتَنِعُ تَقْتَنِعُ
نُهَنْ نُصْعَمْنَ
طَأُو وُعْوُو
حَفِيف حِفِيف
حَنَيْنَ حُنَبْتُوانَ
بَيَّاعَيْن جِيَاعَيْن
اِسْتِحْفَاظُ اِسْتَاُوخُ
مَسْفُوحَانِ مُسْفُوقَيْنِ
هُنْدِسَ صُنْدُسْنِ
الدِّينَارَيْنِ الدَّيْنِينَيْنِ
التَّحْقِيق التَّحْقِيق
تَخْتٍ تَخِعِ
تُودَعْنَ تُوْفَعْنَ
السِّيَاحِيَّانِ السَّيَاعِيدَيْنِ
تُوَاصَلْنَ تُوَاطُ
يَتَتَرَّكْ يَتَرِعْ
اِسْتِنْسَارِ اِسْتِنْسِرَةِ
تُبَسْمِلَا تَسْمَ
أَرَاحَتَا أَرَاحَتَا
تُتَمَنَّ تُتَمْنَيْ
الْقُبَّعَةُ الْمَبْعَةُ
الْأُيُورُ الْحَيرُ
تَجْتَمِعُو تَبْتَمَعْنَ
تَأْلِيهَ تَحْلِيعَ
مُتَعَهِّدِينَ مِتْعِدًا
الْأَدَاحِيُّ الْأَدُوُّاتُ
مَوْضُوعَيْنِ مُوْخُوعَيْنِ
نَيِّرَة نَيرَات
زُبَّيْ دَبَيْ
مَوَانِي مِين
التَّشْرِيعِيَّتَانِ التَّصِيضِيَّانِ
اِلْتَفَتْنَا اِلْتَعْتُو
تُنْبَأْ تُنْبَعْنَ
الْمُوَاطِنِ الْمُوَاعِنِ
اِضْطَرَّتَا اِخْعَرَتَا
تَبْتَاعُو تَبْتَاعُ
أَشْوَسَانِ أَصُوسَيْنِ
تُدَنْدَنَّ تُدَمْفَمْنَ
دِيَانَة دَيَانَة
الْحِرَابَاتِ الْحَرَابِ
لَوْمٌ لَوْقًا
مُبَرْهَن مَرْقِنً
تُفَاجَآ يُفَاجَ
يُخَوَّشْنَ يُخَوخَ
الطِّلَسْمَيْنِ الْسَلْسَمَيْنِ
جُمْهِرَا جُمْعِرَانِ
أُوقِنَّا أُيقَمْنَا
الزَّوْرُ الْدَو
شَوَاهِينَ عَاعِينٍ
اِنْشِغَاف اِنْعَعَافَاف
إِقْبَارُ إِقْبَارَ
اِسْتَأْ اِسْتَتِي
يَتَثَاءَبَا يَخْبَا
اِنْفَطَرَ اِنْفَعَرْتَ
تُعْجَمْنَ تُعْجَمْنَ
تَسْتَكْثِرُو تَسْتَعْخِرْنَ
شَيْطَانِيَّتَيْنِ صَيسِيَّتَيْنِ
خُصًى خَعِيَاتًا
الْمَوَانِي الْمَينَاتِ
اُقْتُبِلْتُ اِقْتَبِبْتُ
الْمَسَاقُ الْمِسَاقِ
قِرْمِزِيَّاتٍ قَرْبِدٍاتٍ
تَسْتَهْزِئَا تَسْتَعْدَعِعَا
نَشْوَاتُ نُصْوَاتُ
اِنْضَمَّا اِنَْْاُو
غَطَّيْتُمَا صَعَانَا
يَخْتَتِنُو يَخْتَنْنَنْ
مُخَابَرَةٍ مُخَرَةٍ
يَنْقَدْ يَنْقِيدَ
تُثَابِرُونَ تُخَابِرْنَ
مُنْقِذ الْأَمْقِخ
رُبِّبْتَ رُبَبْتِ
يَبْدَأَ يَفَدَوَ
الْعُزُوب الْسِدُّب
يُتَرْجِمْ يَرْجِمْ
أَسْدَاسٍ سِدِسٍ
تَبْدُوَا تَدِيَا
جِبْنَ جُودُونِ
رِمَايَةِ رَمَاِّانِ
شَارِعٍ صَارِعٍ
وَجِيهٌ ولُوعًا
يَسْتَحْسِنَّ يَسْتَحِنْ
الْإِخْفَاءُ الْإِخَاعُ
أَهْجَرْتِ أَعْجَرْتِ
عَاطِفَتَيْ صَاعَبَتَيْنِ
يَرْتَجِينَ يَرْتَجِي
الْوَاضِحَاتُ الْوَاخِحَاتٍ
قُضْبَانُ قَخِيبُ
يَسْتَظْهِرْنَ تَسْتَخْعِرُونَ
حَيَّيَا حَدَيَا
الْأَصَمَّيْنِ الْأَعَانِ
تُخَالِطَا تُخِعَا
جُدْرى أَجْدَالَرَةً
تَصِيحُو تَصِيحُ
يُقَهْقِهْنَ يَصْوِعُو
تَعَالَى تَعْبَيْ
حَالِمُونَ حِالِمُوعًا
مَلْء مَلَعَ
تَسْتَنْسِبَا تَسْتَنْسِبَا
الشَّارِعَيْنِ الصَّارَارِعَيْنِ
إِرْسَال إِرْسَالِ
اِسْتَنْفَرَتَا اِسْتَنْرَنْفَرَتَا
دُلَّا دُلْدَلَانِ
طِفْلَيْنِ صِفَلَيْنِ
تَنْتَحِلِينَ تَنْتَحِلُ
اِفْتَقَرْتُمَا اِفْتَقَلَا
إِرْهَابِيَّةِ إِرْعِيَّةِ
فَضِيلًا فَخِيلً
تُصَادِرَ تُصَادِرْ
أَسْبَغْتُمَا أُسْبَعْتُ
سُووِيَتْ سُووُونِ
سِرْبِ سِرَفِ
حَامَيْتَ حَامَ
الرَّحِيمَة الرَّحِيم
تَنْفُونَ تَنْفَعُونَ
أَسْتَحْسِنُ أَسْتَحِنُ
اِسْتِخْدَامُ اِسْتَوِبَامُ
جُمْهُورَيْ جَمْعُوعَيْن
سَاخِرَتَيْنِ سَاخَرَتَيْنِ
تُعْلَنَا تُعَانَتَا
بِيَانَةٌ بِيَانَةً
يُفَتِّشَانِ يَرَاعَعَانِ
اِخْضَوْضَرَا اِخْخَوَاُّتَا
رُسُل رُسُولَ
الْإِعْطَاء الْإِعْعَاع
الْحَمِيدَيْنِ الْحَمِيدَيْنِ
غَرْغَرَتْ صَرْعَرْتَ
فَاجِئْ فَاجِْتَ
اِرْجَحْنَنَّا اِرْجَنَعْنَانْنَا
رَادَدْنَا رُرْعْنَانُونَ
تُنْدَى تُنيُنْدَا
قَوْس قُزَح قَاعْدَح
مُسْتَنّ مَسْتَنَ
تُسْتَرْزَقَا تَسْتَرَعَا
تُخْتَرَعَانِ تُخَوَعَانِ
كِيبُوتْسِ صَيبُوسَ
يُرِيحَا يَرْرِيحَا
تَشْتَطُّ تَصْتَعِ
خَلِيقَات خَلِيقَات
تُضَاعَا تُخَاعَا
تَرْغَبَا تَرَبَا
عِطَاش قَعْعَان
يَبْطُؤَا يَبَعِ
اُسْتُثْنِيتُمْ الْتُُونُ
قَضِيَّتَا قَخِيَانِ
آنِسَتَيْن خَنْسَتَيْن
تُشِرْنَ تُصِرَانِ
مَعْنَى مَعَوَّةُ
شِرَاعَيْنِ صِرْرَيْنِ
مَسَايَةَ مِسَانِ
الْبَهْلَوَانَاتِ الْجَاتُونَ
هَيَاكِلَ عَيْعِلَ
تُحْبِطَا تَحْبِعَا
الذَّوْقَيْنِ الْدَوْو
اُخْتُرِقَتَا الْتَرِقَانِ
يَدْحُو يَدَتُ
الْجَاهِلَيْنِ الْجَاعِلَيْنِ
اللَّانِهَايَةُ اللَّاعَانِ
تُشَعَّا تُصْعَا
مَضْبُوطَتَيْنِ مَخْبُوتَيْنِ
مُتَوَاضِعٍ مُتُودَ
رَجَوْتُمْ رَجَتْنَ
تَغْلِيب تَصِيج
تُقَارَضَ يُقَوِ
يُرَبِّي يَرَبَالُ
غَيْمَتَيْ صِيمَتَيْنِ
تَكْفُورٌ تَصْفُورًا
تُنْبِئْنَ تُنْبِعْنَ
تَشْخِيصًا تَصْخِيعٍ
فِرْعَوْنَيْ فَرْعُونَيْن
تَلْتَفِتَانِ تَلْتَفِرَانِ
جِعْنَا جُقَاعُمْنَانَ
تَجْهِيزَ تَجِيدَ
مَشْهُورَاتٍ مُصْعُورَاتٍ
الرِّيَاحُ الشَّمْسِيَّةُ الْرَاعُودًا
هِجْرَةٍ صَجِرَةٍ
الْفَاجِرَة الفَّاجَلَة
الْإِضَاعَةَ الْإِخَاعَةَ
تَسْتَنَّ تَسْتَنْو
التَّيْسِيرُ التَّيسِيرَ
يَسْتَصْبِحَا يَسْتَعِحَا
