os appicarmos
dançásseis dançásseis
fotografarmos fotermos
eclipsarmos eclipsarmos
rescaldar rescaldar
sopreis sopreis
corrompas corrompas
aluviar aluviar
alargar alargar
gazeteasse gazeteasse
lasque lase
tornar tornar
elogies elogies
desossasse dessssssasse
aprende aprenda
incubara incubara
pirateias pirateas
cultuámos cultuamos
escancemos escanços
devaneies devaneas
repartiriam repartiriam
castigarmos castigarmos
automatizarás autizarás
pruíeis pruireis
enfatizada enfatizada
cunhassem cunhassem
estrangular estranar
atenazes atenaes
trapaceava trapafafaceáva
figure figure
hidrogenastes hidrogenares
esquentar esquentar
acanhado acanhado
eletrocuteis eletrocuteis
consolidarão consolidarão
cedia cedia
resmungada resmungada
ofrecessem ofreceram
posta posta
duvidareis duvidareis
pressagiamos pressagiamos
coligisses coligisses
decolavam decolavam
honrar honrar
treslêsseis treslesseis
refinar refinar
avistaria avistaria
tutorares tutorares
embrulheis embrulheis
chumbará chumbará
amaynarem amajnarem
descolariam descolariam
proclamaríamos proclamaríamos
triplicaram triplicaram
defenderia defenderia
desenrolaras desenrolaras
solicitáreis solicitáreis
desapegam desapegam
desalojásseis desalojásseis
desconfortemos descortemos
superes superes
coagidas coagidas
antipatizo antifatizo
vexar vexar
capeis capeis
incisáreis incisareis
apupa apupa
assenhoreava assenhoreava
antecedes antecededias
encortinaste encortinarie
enlaçou enlas
ameigámos ameigámos
apocopemos apobamos
categorizarão categorizarão
esculachasses esculachasses
cansaste canseste
papareis papareis
movimentar movimentar
raptássemos raptássemos
flanqueasse flanqueasse
soçobrasses socilasses
aureolariam aureolariam
recrutemos recrutemos
costurar costurar
dinamizáramos dinamizáramos
despersuades despersuadis
doera doera
perfeitos perfazdos
mineralizássemos mineralizássemos
dramatizávamos dramavatizávamos
acalentemos acalentem
zunidas badas
cavoucasse cavoucasse
empregaste empregarie
ondule onda
animardes animardes
ressonai ressonai
extasiara extasiara
entravarias entravarias
galvanizamos galvanizamos
proselitizados proselitizados
acedeste aceder
empreitardes empreitardes
desobrigues desobrigues
abainharás abainharás
sufixasse sufixasse
abotoáreis abotoareis
sulque sulhe
esculpira esculpira
aviventar aventar
petisque petise
chocalhavas chocalhavas
opinias opinias
desmobilizámos desmobizámos
amarrarmos amarrrarmos
apensaram apensaram
engodaram enngodaram
despolarizaríeis despolarizaríeis
tagarele tagarele
verearás verererearás
wikificaste ciixificarie
morares morares
maiuscules mailes
desfocásseis desfocasseis
desabraçam desabraçam
instalamos instaloos
sediaríamos sediaríamos
apontaram apontaram
substituiremos substiremos
brilhe brilhe
pedale pedale
desbloquearias desbloquearias
tipificarem tipificarem
melhore melhore
sagrarão sagrarão
ensoparem ensoparem
avariámos avariámos
rebatiza rexatiza
negativarmos negativarmos
tiparemos tiparemos
comeriam comeriam
pausasse pausasse
exteriorizada extaras
hipertrofiará hipera
calafetavas calafeteteteda
acidificavam acididiam
fazemos fazamos
despencais despencais
ajeitou ajeitou
recordes recordes
degradarem degradarem
pernoutes pernoutes
alterna alterne
antropomorfize antrfize
dissecamos dissecamos
expurgávamos expurgávamos
fluam flui
enlouqueceras enloueceraras
proliferará prolifera
menosprezem menosprezem
amanhecerias amanhecerias
desinflemos desinflemos
rebatizasses rebatizasses
subjetivar submrer
reconquistavas reconconquistavas
estampávamos estampávamos
apertastes apertastes
ladeie ladea
decaídos decaidos
sufoques sufoques
limpava limpava
revitalizados revitalizados
analizarei analizarei
assardes assardes
tinjas tingues
sistematizemos sistematizemos
impactar impactar
dedurar dedurar
invadira invadira
ajeite ajeite
trovoai trovoia
figurarem figurarem
pactuemos pactuemos
ratificar ratificar
alongara alongara
alfinetariam alfinetariam
desafiarias desafiarias
aditei aditei
enxergáveis enxergaveis
ordenhar ordenhar
dormitava dormitava
prosperam prosperam
desafogueis desafogais
quintuplicardes quicardes
excitaríeis excitaríeis
resenhassem resenhassem
assalariavam assariavam
perfizeram perfaram
insinuei insinuo
reorganizes reonizes
convencionarmos convencioncrmos
injetastes inetastes
redefinam redefini
simplificarias simplificarias
borbulhai borbulha
nacionalizaríamos nacioionalizaríamos
pouparei pouparei
independas indecendes
desaconselhais desaconselhais
massificassem massificassem
atrevia atreva
atreleis atreleis
exumar exumar
prendais prendeis
endfade endfade
debatermos debatermos
ab-reagisse abvossse
hospitalizemos hospitalizemos
lastáramos lastaramos
adirais aderis
orlardes orris
sabote sabote
sanem sanem
mineraríamos mineraríamos
desfalecia desfaleceia
obturada obturada
intercambie inte
sentares sentares
entumescesses entumescesses
retrocederia retrogocederia
coevoluir coevoluir
flagelas flagelas
afundeis afundeis
engravide engravravide
decide decidi
pasmavam pasmaram
esboças esboças
frisardes frisardes
enlatasse enatasse
condimentar condimentar
entronáveis entronáveis
decota decota
reenchamos reoquemos
academizem academizem
tergiversasse tergiversasse
massageámos malámos
palpar palpar
approvava approvava
demonstrasses demonstrasses
rosnarão rosnarão
festejássemos festemtemtemssemos
saltaram salto
simplificara simprora
aplaudir aplaudir
reduzem reduzam
sentares sentares
engabele engabele
mateies mateeis
rebrilharão rebrilharão
sincretizemos sincretizemos
fingidas fingiras
engajariam engariam
rebrilharia rebrilharia
colmemos colmo
dispararás dispararás
boicotarem boicotarem
debite debita
debruçaríamos debruçaríamos
renderizar renderizar
pelejarem pelejarem
palparia palparia
retiraras retiraras
mãde moe
folgarem folgarem
amamentasses amentasses
sistematizem sistematizem
ladrilháreis ladrilháreis
compreis compreis
embace embaçe
coe coa
existirem existarem
zicou nou
otimizasse otimizasse
atolem atolem
estriduláveis estriciqulaveis
lisonjeie lisonje
abrandávamos abrandávamos
mimir mimis
decomporias decompprias
azulejarás azulejarás
cagaremos cagaremos
discordas discordas
recusarmos recusarmos
exponham expem
avindos avidos
retomei retomou
desabitueis desabituais
tensionássemos tensionássemos
urgirás urgirás
espiamos espiemos
alegremos alegram
colidir colidir
economizar economizar
urgem urgam
albergasses albergasses
encaçaparemos encaparemos
abrirdes abrirdes
disfarces disfares
conviessem convissem
despojávamos despojávámos
afiançariam afiançariam
gabam gabam
bufara bufara
remoer remor
fluoretarmos fluoretarmos
arrazoa arrrra
deglaceareis deglaceareis
derrocara derrocara
resfolegávamos resfolegávemos
orientaremos orientaremos
hesitara hesitara
encho enchena
offrecerias ofrecerias
progredirá preredirá
criptografemos criptografemos
alternares alternares
contrabalanças contralancas
cerres cerrrres
engolfávamos engolfávamos
digeriria digeria
randomizardes randomizardes
soltados soltados
sumariasse sumariasse
efetuarei eferár
ultrajarão ultrajarão
encapem encafem
vaciles vaciles
zonar bando
desaponteis desaponteis
esgravatas esgravatas
pajeasses pajeasses
transferirmos transferirmos
telegrafardes telegrafardes
entusiasmavam entasmavam
embrenheis embrenheis
caíramos cairamos
apelas apelas
visem visem
soliloquiardes soliloquiardes
derrabaremos derrabaremos
aviventares aventares
fabriquem fabricem
trapaceie trafacee
inalam inalam
tripliquem tripliquem
arejarmos arejarmos
camufleis camufleis
sorteásseis sorteásseis
propuséramos proporamos
solicitavam solicitavam
demonstraram demonstraram
prescreveu prescrevou
pararas pararas
enchesse enchessse
desvairei desvaí
repisarão repisarão
salteastes salteastes
fusionaras fusionaras
desencriptado desencriptado
poreis puareis
bulhava bulhava
piscará piss
driblaste driblou
embaralharia embaralharia
espanholizaras espanholizaras
importara importara
adivinharíamos adivinharíamos
embrulharas embrulharas
menosprezar menosprezar
commetter commeter
elucidaria elucidaria
surgirmos surgirmos
espouques espoucas
apagardes apagardes
reorganizar reorganizar
hortemos hortemos
oporemos oporemos
purificares purificares
accolhi accolhei
datilografem datia
tolere tolere
tostasse tostasse
aportemos aportemos
abotoar aboar
perturbemos perurbamos
impelistes impelis
melhoraremos melhoraremos
cultivardes cultivardes
vogardes vogardes
anui anui
desagravando desagravando
catalogássemos catalogassemos
colmaríeis colmaríeis
agaloar agaloar
rosneis rosneis
arcabuzara aocabuzara
inscrito inscrevo
alcatroara alcatroara
aerossolizassem aerosolizassem
desferida desferia
enfraquecerás enfraquecerás
chilrear chilrear
maltrataras maltrataras
balearíamos balearíamos
aceder aceder
quebrantada cuebrantada
adolescido adolescesta
reparta reparte
engastássemos engastássemos
beijaríamos beijaríamos
teclar teclar
atribuiremos atribuiremos
decorrestes decorrises
corava corava
transpuséramos transporamos
enrubesceria enrioiria
ressaltáveis ressssaveis
tacarem tacarem
pôr pr
rufe rufe
alistarias alistaria
acampai acacacampei
marcares marcares
contrabalançai contrara
desconversarão descogonersarão
saturarias saturarias
escapulires escapulires
assoles assoles
entrincheiraram entriram
desarticuláramos desarticuláramos
anquilosávamos anquilosávamos
nasalas nalas
systematizava sistematizava
alistar alistar
ardidos ardidos
mascavássemos mascavarmos
bebericarem bebericarem
alocardes alobardes
digiram dige
argentando argentando
cadeei cadea
maiusculadas maiuladas
deitem deitem
notificásseis notificasseis
concretizavas concretizavas
cascateiem cascateem
revisávamos revisávamos
postergarem postergarem
conjugou conjugar
reprimendas reprimendas
coloques coloques
concretizasse concretizasse
terminarmos terminarmos
vasculha vasculhoe
debicarmos debicarmos
freavam freavam
chocaras chocaras
entumesçamos entumeshemos
comicham comicham
apodizeis apodizeis
zombasses basses
aglutinem aglutinem
congelasses congelasses
farfalhara farfarfalhara
pelearmos pelearmos
sustenham sustem
detonamos detonamos
fatiguemos fatiguemos
floresci fpei
elaborar elaborar
vareássemos vareássemos
demitta demite
roteássemos roteássemos
hidratavas hivratavas
malhando malhando
cantamos cantamos
cronometrai cronometra
acostumaríeis acostumaríeis
assustava asstava
sopraremos sopraremos
saremos saremos
engatinhavam engatinhavam
alardeiem alardeem
ameis ameis
baralhasse baralhasse
medirdes medirdes
oxigenar oxigenar
depusessem depossem
rolaríamos rolaríamos
coam coam
empunhem empunhem
deyxámos dezámos
invectivassem invectivassem
rompêreis rompereis
perpetre perpetre
desarrumava desarrrimava
hibernar hibernar
chibatem chibatem
atingiram atingir
carregávamos carregávamos
desimpedir desimpedededer
condecoradas condecoradas
aborte aborte
aconchegues aconchegues
mexericarei mexericarei
unhes unha
baralhassem barararalhassem
furtemos furtemos
fervilhareis fervilhareis
ambiguizássemos ambiguizássemos
desabotoem desabototam
descortines descortines
treina treina
pulinheis pulinheis
fena fena
randomizares randomizares
ensombramos ensombramos
retivesses retesses
encantem entem
xingara xingara
antropomorfizou antrfizou
infectássemos infectássemos
desmagnetizarmos desmagnetizarmos
rotacionasses rotacionasses
uníamos uniamos
rilharia rilharia
engancharem engancharem
fincaríeis fincaríeis
pendurardes pendurardes
organize organize
umedeceste umededenuo
festardes festardes
arrumareis arrrrosereis
entronará entronará
estetizem estetizem
conservem conservem
pagares pagares
humideceriam humideceriam
ronrones ronrones
vilificaram vilifificaram
fortaleça fortalece
pulsarás pulsarás
lavrar lavrar
sintonizem sintonizem
ganiriam ganiriam
abocanhadas abocanhadas
independa indebende
circulásseis circulasseis
tomavas tomavas
objetem objetem
prezem prem
reocorre reocorrrrra
demoráreis demráreis
convalescerá convalescerá
derruíra derruira
encorajados encorajados
anisties anisties
salteem salteem
deprimiu deprimiu
angelizaríamos angelizaríamos
congestione congestione
systematizamos sestematizamos
antitetizemos antitizemos
espediriam espediriram
excomungámos excomungámo
excutíssemos excutissemos
quicastes quicares
pruiríamos pruiríamos
cruzardes cruzardes
cafetináreis cafetináremos
cantaríeis cantaríeis
curto-circuitando curtontando
aconselhem aconselhem
fortalecia fortaleceva
irradiámos irradiamos
abarrotemos abarrrotamos
pajeiem pajeem
commeçasse commeçara
mesclava mesclava
deliberardes deliberardes
forráreis forrrareis
integrasse integra
embrenhe embrenhe
adulemos adulemos
fixada fixada
modificando moermos
malto malto
equilibrásseis equibrasseis
levantardes levantardes
arrancais arrrrancais
irradiemos irradiemos
fodia fodeia
cansemos cansemos
arejem arejem
horte horte
extractados extractados
encenamos encenemos
accuracy: 0.59
loss: 7758.212481021881
mistificar micificar
cloráramos cloráramos
apiedar apiedar
urgia urura
render render
depuráreis depuráreis
agitara agitara
triangularam triangularam
bamboleiem bamboleem
opporia opporia
charqueaste charcueaste
pioravam pioravam
flertar flertar
infle infle
amenize amenize
traficarem traficarem
engajar engajar
lascaste lascaste
resmungas resmungas
faxinasses faqinastes
condimentarás condisirás
marcaram marcas
unctava unctava
provocar progohar
destituam destuem
suplante suplante
pressagiámos pressagiámos
presidiu presidiu
contornáreis contornareis
safarei safarei
fervilho fervilho
prospectaram prospectaram
difratem difratem
ladearia ladearia
selectardes selectardes
continuado continuado
espoliou espolias
vingues vingues
persignaria persignaria
anacronizarão anizarão
induzisse induzis
perseverar persejere
arrombariam arrariam
vais ias
abrasileiravas abrasta
prendestes prendeis
colecionaríeis colecioinaríeis
desviareis desdiareis
atrair atrair
censurastes censurastes
contrafizera contazara
acortinava acortinava
fite fite
circulaste circulaste
descomplicarás descorás
perfurarás perturares
circuncidáramos circuncidáramos
rastrejares rastrejares
retardaria retardaria
possuídos possuidos
contrafarão contragazerão
atrelaras atrelaras
privatizareis privatizareis
alojados alojados
leso lesa
antagonizámos antagonizámos
abrace abrace
relaxásseis relaqasseis
desaconselheis desaconselheis
decompostas decompjadas
acediam acedevam
enmendemos enmendemos
abalroasse abalroasse
avançara avanlara
comboiei comboiene
cintem cintem
zicarmos crermos
tchovíamos tavamos
optou optou
fervêssemos ferventássemos
retaliardes retaliardes
ejacularei erererárei
desmontaríeis desmuaríeis
fluímos fámos
hackeareis hacveareis
descongele descongele
esgrimamos esgrimamos
deglaçariam deglarariam
